LoadNumber,LoadName,PnaLoad,PssLoad,NspLoad,SectionNumber,StdDeviationForMwNoise,MwFrequencyBiasFactor,MvFrequencyBiasFactor,LoadType,OptimizationStatus,LoadShedCostCurvWF,MwConstantPowerFactor,MwConstantCurrentFactor,MwConstantImpedanceFactor,MvConstantPowerFactor,MvConstantCurrentFactor,MvConstantImpedanceFactor,ColdLoadAlphaFactor,ColdLoadBetaFactor,MwStandardDeviation,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvStandardDeviation,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,MwHiCtrlLimit,MwLowCtrlLimit,MwOptMinShiftTarg,MwMaxTransferFlag,MwPseudoMeasurementSe,MvPseudoMeasurementSe,MwInjErrDistribFactSe,MvInjErrDistribFactSe,ActiveMwCostCurve,FlaLoadSeqImpedanceFlag,FlaLoadPassiveComponent,FlaActiveCompZeroSeqResis,FlaActiveCompZeroSeqReac,FlaActiveCompPosSeqSubTrResis,FlaActiveCompPosSeqSubTrReac,FlaActiveCompPosSeqTrReac,FlaPassiveCompZeroSeqResis,FlaPassiveCompZeroSeqReac,FlaActiveCompNegativSeqResis,FlaActiveCompNegativSeqReac,TsmOptimizationStatus,AssetLabel,DefaultMwSchedule,DefaultMvOrPfSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,LoadResponseLeadTime,LoadResponseRateOfIncrease,LoadResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,MwTelemetryRef,MvTelemetryRef,Mw_StandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,Mv_StandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,AmpReplacementValue,SetOrder6,AmpAnalogPointRef,AmpCtBreakerRef,CurveNumber,CostAtFirstBrkpt,MwAtBrkpt01,CostAtBrkpt01,MwAtBrkpt02,CostAtBrkpt02,MwAtBrkpt03,CostAtBrkpt03,MwAtBrkpt04,CostAtBrkpt04,MwAtBrkpt05,CostAtBrkpt05,MwAtBrkpt06,CostAtBrkpt06,MwAtBrkpt07,CostAtBrkpt07,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef
5435,BRASHEARS,No,Yes,Yes,3,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2134010,3.5279829,0.6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322425,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192844,NULL,3,+,In/Out,Normal,NULL,3,137499,NULL,10,+,Out,Block,NULL,7,137496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5436,ROMA,No,Yes,Yes,5,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2181027,1.778634,-1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322426,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192845,NULL,3,+,In/Out,Normal,NULL,3,137504,NULL,10,+,Out,Block,NULL,7,137501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5437,ROYER,No,Yes,Yes,6,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190733,4.13456609,-1.2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322427,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192846,NULL,3,+,In/Out,Normal,NULL,3,137509,NULL,10,+,Out,Block,NULL,7,137506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5438,BERLIN,No,Yes,Yes,8,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2144394,4.009895164,-2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322428,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192847,NULL,3,+,In/Out,Normal,NULL,3,137520,NULL,10,+,Out,Block,NULL,7,137517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5439,RAYBESTOS,No,Yes,Yes,9,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190537,6.77,-1.5,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322429,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192848,NULL,3,+,In/Out,Normal,NULL,3,137525,NULL,10,+,Out,Block,NULL,7,137522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5440,HUNT,No,Yes,Yes,11,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2160801,2.316740095,0,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322430,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192849,NULL,3,+,In/Out,Normal,NULL,3,137530,NULL,10,+,Out,Block,NULL,7,137527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5441,MATLOCK,No,Yes,Yes,12,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2172774,2.791804352,1.2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322431,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192850,NULL,3,+,In/Out,Normal,NULL,3,137535,NULL,10,+,Out,Block,NULL,7,137532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5442,LAWRENCE,No,Yes,Yes,13,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2174578,2.774397297,1.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322432,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192851,NULL,3,+,In/Out,Normal,NULL,3,137540,NULL,10,+,Out,Block,NULL,7,137537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5448,HARVARD,No,Yes,Yes,8,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2177406,0.692,-0.1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322433,3473,NULL,NULL,3,+,In/Out,Normal,NULL,4,192852,NULL,3,+,In/Out,Normal,NULL,3,137551,NULL,10,+,Out,Block,NULL,7,137548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5449,RICHMAN,No,Yes,Yes,11,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2186219,0.665,0.1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322434,3473,NULL,NULL,3,+,In/Out,Normal,NULL,4,192853,NULL,3,+,In/Out,Normal,NULL,3,137558,NULL,10,+,Out,Block,NULL,7,137555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5450,ASH,No,Yes,Yes,12,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2135653,1.094,0.2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322435,3473,NULL,NULL,3,+,In/Out,Normal,NULL,4,192857,NULL,3,+,In/Out,Normal,NULL,3,137565,NULL,10,+,Out,Block,NULL,7,137562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5464,GRETA,No,Yes,Yes,4_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2175970,4.5,-0.4,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322916,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187406,NULL,3,+,In/Out,Normal,NULL,3,121813,NULL,10,+,Out,Block,NULL,7,121810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5465,DIANA,No,Yes,Yes,5_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2149580,3.7,-0.6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322917,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187407,NULL,3,+,In/Out,Normal,NULL,3,121818,NULL,10,+,Out,Block,NULL,7,121815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5466,CLAUDIA,No,Yes,Yes,6_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2157487,2.7,-1.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322918,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187408,NULL,3,+,In/Out,Normal,NULL,3,121823,NULL,10,+,Out,Block,NULL,7,121820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5467,KAREN,No,Yes,Yes,7_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2169649,3.6,-0.1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322919,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187409,NULL,3,+,In/Out,Normal,NULL,3,121828,NULL,10,+,Out,Block,NULL,7,121825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5468,BERTHA,No,Yes,Yes,8_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2133429,3.2,-0.9,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322920,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187410,NULL,3,+,In/Out,Normal,NULL,3,121833,NULL,10,+,Out,Block,NULL,7,121830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5469,ANNETTE,No,Yes,Yes,10_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2129872,2.8,-0.1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322921,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187411,NULL,3,+,In/Out,Normal,NULL,3,121838,NULL,10,+,Out,Block,NULL,7,121835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5470,KRISTEN,No,Yes,Yes,12_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2164059,3.8,-0.9,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322922,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187412,NULL,3,+,In/Out,Normal,NULL,3,121843,NULL,10,+,Out,Block,NULL,7,121840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5471,JACQUE,No,Yes,Yes,13_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2162394,4.6,-3.2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322923,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187413,NULL,3,+,In/Out,Normal,NULL,3,121848,NULL,10,+,Out,Block,NULL,7,121845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5472,BERNICE,No,Yes,Yes,15_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2133326,5.5,2.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322924,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187414,NULL,3,+,In/Out,Normal,NULL,3,121853,NULL,10,+,Out,Block,NULL,7,121850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5473,MILDRED,No,Yes,Yes,16_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2185646,3,0.3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322925,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187415,NULL,3,+,In/Out,Normal,NULL,3,121858,NULL,10,+,Out,Block,NULL,7,121855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5474,STELLA,No,Yes,Yes,18_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2186871,3.6,-1.1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322926,3476,NULL,NULL,3,+,In/Out,Normal,NULL,1,187417,NULL,3,+,In/Out,Normal,NULL,3,121868,NULL,10,+,Out,Block,NULL,7,121865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5568,WARRIORS,No,Yes,Yes,200_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2188699,2.7,0.3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322555,3484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5569,CAVALIERS,No,Yes,Yes,103_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2137231,1.283855692,0.428288889,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322556,3484,NULL,NULL,3,+,In/Out,Normal,NULL,10,3111,NULL,3,+,In/Out,Normal,NULL,11,127066,NULL,10,+,Out,Block,NULL,263,127063,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5570,SONICS,No,Yes,Yes,210_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190828,2.1,0.02,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322557,3484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5571,LAKERS,No,Yes,Yes,109_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2168119,6.063815229,0.856577778,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322558,3484,NULL,NULL,3,+,In/Out,Normal,NULL,10,3115,NULL,3,+,In/Out,Normal,NULL,11,127076,NULL,10,+,Out,Block,NULL,263,127073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5572,JAZZ,No,Yes,Yes,113_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2162584,5.443182518,0.571051852,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322559,3484,NULL,NULL,3,+,In/Out,Normal,NULL,10,3116,NULL,3,+,In/Out,Normal,NULL,11,127081,NULL,10,+,Out,Block,NULL,263,127078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5573,CELTICS,No,Yes,Yes,115_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2155174,6.663398052,1.213485185,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322560,3484,NULL,NULL,3,+,In/Out,Normal,NULL,10,3117,NULL,3,+,In/Out,Normal,NULL,11,127086,NULL,10,+,Out,Block,NULL,263,127083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5575,WACO,No,Yes,Yes,52_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2191018,7.033356744,-1.3764,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322561,3485,NULL,NULL,3,+,In/Out,Normal,NULL,10,1596,NULL,3,+,In/Out,Normal,NULL,11,138311,NULL,10,+,Out,Block,NULL,263,138308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5576,FLINT,No,Yes,Yes,53_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2171495,1.844814884,-0.2664,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322562,3485,NULL,NULL,3,+,In/Out,Normal,NULL,10,1597,NULL,3,+,In/Out,Normal,NULL,11,138316,NULL,10,+,Out,Block,NULL,263,138313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5577,JEROME,No,Yes,Yes,55_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2162586,5.303842791,0.666,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322563,3485,NULL,NULL,3,+,In/Out,Normal,NULL,10,1598,NULL,3,+,In/Out,Normal,NULL,11,138321,NULL,10,+,Out,Block,NULL,263,138318,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
